,playerID,yearID,stint,teamID,lgID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP
44988,anderdr02,2017,1,PHI,NL,0,0,2,0,0,0,0,7,6,6,0,1,2,0.5,23.14,0.0,0,0.0,0,14.0,1,7,0.0,1.0,0.0
44989,anderty01,2017,1,COL,NL,6,6,17,15,0,0,0,258,88,46,16,26,81,0.269,4.81,0.0,6,2.0,2,362.0,1,48,5.0,2.0,8.0
44990,andrima01,2017,1,TBA,AL,5,5,18,17,0,0,1,258,90,43,16,28,76,0.264,4.5,1.0,3,4.0,2,374.0,1,48,0.0,1.0,6.0
44991,aokino01,2017,1,HOU,AL,0,0,1,0,0,0,0,3,1,3,0,2,0,0.333,27.0,0.0,0,0.0,0,6.0,1,3,0.0,1.0,0.0
44992,aquinja01,2017,1,BAL,AL,1,2,4,2,0,0,0,40,15,11,4,6,13,0.268,7.43,0.0,1,0.0,0,62.0,1,12,0.0,0.0,0.0
44993,aranovi01,2017,1,PHI,NL,1,0,10,0,0,0,0,32,6,2,0,4,13,0.158,1.69,0.0,0,0.0,0,42.0,2,2,0.0,0.0,0.0
44994,archech01,2017,1,TBA,AL,10,12,34,34,0,0,0,603,193,91,27,60,249,0.246,4.07,0.0,15,5.0,0,852.0,0,101,1.0,2.0,17.0
44995,armstsh01,2017,1,CLE,AL,1,0,21,0,0,0,0,74,23,12,5,10,20,0.237,4.38,0.0,1,1.0,0,108.0,14,12,0.0,0.0,1.0
44996,arrieja01,2017,1,CHN,NL,14,10,30,30,0,0,0,505,150,66,23,55,163,0.235,3.53,3.0,14,10.0,0,707.0,0,82,1.0,4.0,10.0
44997,arroybr01,2017,1,CIN,NL,3,6,14,14,0,0,0,213,94,58,23,19,45,0.32,7.35,2.0,1,2.0,0,322.0,0,59,5.0,2.0,3.0
44998,asheral01,2017,1,BAL,AL,2,5,24,6,0,0,0,180,61,35,10,23,47,0.263,5.25,2.0,4,7.0,0,265.0,6,36,1.0,2.0,7.0
44999,astinba01,2017,1,CIN,NL,0,0,6,0,0,0,0,24,9,6,2,7,2,0.29,6.75,0.0,0,2.0,0,41.0,1,6,0.0,1.0,1.0
45000,avilalu01,2017,1,LAN,NL,2,3,61,0,0,0,0,138,42,15,2,22,52,0.246,2.93,3.0,1,1.0,0,194.0,5,16,0.0,0.0,4.0
45001,axforjo01,2017,1,OAK,AL,0,1,22,0,0,0,0,63,27,15,3,17,21,0.31,6.43,0.0,1,2.0,0,109.0,8,16,1.0,2.0,1.0
45002,aybarer01,2017,1,SDN,NL,0,0,2,0,0,0,0,4,0,0,0,1,0,0.0,0.0,0.0,0,0.0,0,4.0,2,0,0.0,0.0,1.0
45003,baezpe01,2017,1,LAN,NL,3,6,66,0,0,0,0,192,56,21,9,29,64,0.225,2.95,2.0,1,2.0,1,280.0,6,24,0.0,0.0,1.0
45004,bailean01,2017,1,LAA,AL,2,0,4,0,0,0,0,12,1,0,0,0,2,0.077,0.0,0.0,0,0.0,0,13.0,2,0,0.0,0.0,0.0
45005,baileho02,2017,1,CIN,NL,6,9,18,18,0,0,0,273,112,65,11,42,67,0.309,6.43,2.0,4,8.0,0,420.0,0,67,5.0,2.0,9.0
45006,bandaan01,2017,1,ARI,NL,2,3,8,4,0,0,0,77,26,17,1,10,25,0.255,5.96,1.0,2,3.0,0,115.0,1,17,0.0,0.0,2.0
45007,barbajo01,2017,1,PIT,NL,0,1,24,0,0,0,0,86,25,13,4,18,23,0.227,4.08,0.0,1,2.0,0,130.0,7,13,0.0,0.0,1.0
45008,barneda02,2017,1,TOR,AL,3,6,60,0,0,0,0,198,48,26,11,24,62,0.2,3.55,1.0,1,1.0,0,265.0,13,26,0.0,0.0,6.0
45009,barneja01,2017,1,MIL,NL,3,4,73,0,0,0,2,216,57,32,8,33,80,0.215,4.0,4.0,6,3.0,0,304.0,8,35,0.0,3.0,10.0
45010,barnema01,2017,1,BOS,AL,7,3,70,0,0,0,1,209,57,30,7,28,83,0.224,3.88,0.0,3,1.0,0,287.0,15,31,1.0,3.0,7.0
45011,barneto01,2017,1,TEX,AL,2,1,50,0,0,0,2,172,64,35,7,22,57,0.288,5.49,4.0,4,2.0,0,252.0,7,36,0.0,6.0,7.0
45012,barraky01,2017,1,MIA,NL,6,2,66,0,0,0,1,198,53,22,5,38,76,0.222,3.0,3.0,6,2.0,1,286.0,12,25,3.0,4.0,4.0
45013,barreja01,2017,1,ARI,NL,1,1,28,0,0,0,0,81,27,15,7,15,26,0.26,5.0,2.0,1,0.0,0,121.0,5,18,0.0,2.0,2.0
45014,bassan01,2017,1,TEX,AL,0,0,2,0,0,0,0,17,14,9,1,0,1,0.467,14.29,0.0,1,0.0,0,31.0,1,9,0.0,1.0,0.0
45015,bastaan01,2017,1,PIT,NL,0,1,9,0,0,0,0,27,16,15,5,9,8,0.372,15.0,0.0,2,0.0,0,52.0,5,15,0.0,0.0,0.0
45016,bauertr01,2017,1,CLE,AL,17,9,32,31,0,0,0,529,181,82,25,60,196,0.266,4.19,0.0,3,5.0,1,749.0,1,84,1.0,3.0,16.0
45017,baumabu01,2017,1,SDN,NL,2,1,23,0,0,0,0,53,11,5,4,7,21,0.177,2.55,2.0,0,3.0,0,72.0,2,5,0.0,0.0,2.0
45018,beatope01,2017,1,PHI,NL,0,0,1,0,0,0,0,2,0,0,0,0,1,0.0,0.0,0.0,0,0.0,0,2.0,0,0,0.0,0.0,0.0
45019,beckch02,2017,1,CHA,AL,2,1,57,0,0,0,0,194,73,46,16,34,42,0.29,6.4,3.0,1,4.0,0,294.0,12,48,1.0,3.0,11.0
45020,bedroca01,2017,1,LAA,AL,6,5,48,0,0,0,6,134,41,22,5,17,53,0.24,4.43,1.0,7,0.0,0,190.0,13,26,1.0,1.0,3.0
45021,belisma01,2017,1,MIN,AL,2,2,62,0,0,0,9,181,48,27,7,22,54,0.218,4.03,6.0,2,2.0,1,247.0,20,31,2.0,1.0,7.0
45022,belivje01,2017,1,TOR,AL,1,1,19,0,0,0,0,47,17,13,4,6,17,0.283,7.47,1.0,0,1.0,0,70.0,6,14,1.0,2.0,1.0
45023,bellch02,2017,1,DET,AL,0,3,28,4,0,0,0,187,81,48,12,31,57,0.313,6.93,3.0,1,3.0,0,293.0,6,49,0.0,0.0,10.0
45024,benoijo01,2017,1,PHI,NL,1,4,44,0,0,0,2,126,32,19,5,16,43,0.206,4.07,1.0,0,0.0,0,171.0,12,19,0.0,0.0,2.0
45025,benoijo01,2017,2,PIT,NL,0,2,8,0,0,0,0,25,11,7,2,6,3,0.324,7.56,0.0,1,1.0,0,42.0,1,9,0.0,1.0,1.0
45026,bergmch01,2017,1,SEA,AL,4,5,13,8,0,0,0,162,61,30,12,15,33,0.295,5.0,1.0,0,3.0,0,230.0,2,31,4.0,1.0,10.0
45027,berrijo01,2017,1,MIN,AL,14,8,26,25,0,0,0,437,131,63,15,48,139,0.239,3.89,0.0,7,13.0,1,616.0,0,71,3.0,4.0,13.0
45028,betande01,2017,1,NYA,AL,3,6,66,0,0,0,10,179,29,19,3,44,100,0.141,2.87,0.0,5,11.0,1,261.0,21,20,1.0,0.0,1.0
45029,bethach01,2017,1,SDN,NL,0,0,4,0,0,0,0,11,6,6,1,8,2,0.353,14.73,0.0,2,0.0,0,25.0,1,9,0.0,0.0,1.0
45030,bettich01,2017,1,COL,NL,2,4,9,9,0,0,0,139,52,26,8,11,30,0.286,5.05,0.0,3,1.0,0,200.0,0,27,5.0,1.0,2.0
45031,biagijo01,2017,1,TOR,AL,3,13,44,18,0,0,1,359,125,71,15,42,97,0.265,5.34,0.0,6,2.0,0,517.0,3,78,0.0,2.0,8.0
45032,bibenau01,2017,1,TEX,AL,5,2,24,6,0,0,0,208,74,36,14,20,38,0.27,4.67,0.0,3,3.0,0,299.0,6,36,0.0,2.0,7.0
45033,blachty01,2017,1,SFN,NL,8,12,34,24,1,1,0,491,179,87,17,43,73,0.283,4.78,2.0,3,1.0,0,692.0,3,91,10.0,5.0,22.0
45034,blackpa01,2017,1,OAK,AL,3,1,10,10,0,0,0,176,58,21,5,16,22,0.262,3.22,0.0,1,1.0,0,238.0,0,22,0.0,0.0,9.0
45035,blairaa01,2017,1,ATL,NL,0,1,1,1,0,0,0,9,5,5,1,5,3,0.417,15.0,0.0,1,0.0,0,19.0,0,5,1.0,1.0,0.0
45036,blancan01,2017,1,PHI,NL,0,0,1,0,0,0,0,1,1,1,1,0,0,0.5,27.0,0.0,0,0.0,0,2.0,1,1,0.0,0.0,0.0
45037,blantjo01,2017,1,WAS,NL,2,4,51,0,0,0,0,133,53,28,10,13,39,0.296,5.68,2.0,1,1.0,0,195.0,13,29,1.0,1.0,4.0
45038,blazemi01,2017,1,MIL,NL,0,1,5,1,0,0,0,26,12,8,6,1,7,0.343,8.31,0.0,0,0.0,0,37.0,2,9,1.0,0.0,2.0
45039,bleieri01,2017,1,BAL,AL,2,1,57,0,0,0,0,190,62,14,6,13,26,0.257,1.99,3.0,5,4.0,0,265.0,14,23,3.0,4.0,9.0
45040,blevije01,2017,1,NYN,NL,6,0,75,0,0,0,1,147,43,16,4,24,69,0.229,2.94,2.0,2,4.0,0,217.0,5,16,0.0,1.0,1.0
45041,bolsimi01,2017,1,TOR,AL,0,3,11,5,0,0,0,124,48,29,9,27,39,0.298,6.31,0.0,3,3.0,0,196.0,2,32,0.0,5.0,5.0
45042,bonilli01,2017,1,CIN,NL,1,3,10,4,1,0,0,110,42,33,8,22,28,0.292,8.1,0.0,3,2.0,0,172.0,0,33,2.0,2.0,3.0
45043,boshebu01,2017,1,MIN,AL,1,0,38,0,0,0,0,105,37,19,7,10,28,0.268,4.89,1.0,2,2.0,0,153.0,1,20,1.0,2.0,2.0
45044,bowmama01,2017,1,SLN,NL,3,6,75,0,0,0,2,176,52,26,4,18,46,0.239,3.99,2.0,1,5.0,0,247.0,10,29,2.0,4.0,7.0
45045,boxbebr01,2017,1,TBA,AL,4,4,30,0,0,0,0,88,23,11,4,11,40,0.215,3.38,3.0,1,1.0,0,121.0,10,11,1.0,1.0,2.0
45046,boydma01,2017,1,DET,AL,6,11,26,25,1,1,0,405,157,79,18,53,110,0.291,5.27,3.0,2,3.0,0,605.0,0,84,3.0,6.0,10.0
45047,boyerbl01,2017,1,BOS,AL,1,1,32,0,0,0,0,124,50,20,3,14,33,0.311,4.35,3.0,1,1.0,0,178.0,11,20,1.0,1.0,7.0
45048,brachbr01,2017,1,BAL,AL,4,5,67,0,0,0,18,204,51,24,7,26,70,0.208,3.18,1.0,4,0.0,1,275.0,36,27,1.0,3.0,5.0
45049,brachsi01,2017,1,ARI,NL,0,0,21,0,0,0,0,62,18,13,5,7,25,0.225,5.66,0.0,1,0.0,0,87.0,10,14,0.0,0.0,1.0
45050,bradfch02,2017,1,NYN,NL,2,0,28,0,0,0,0,101,30,14,3,13,27,0.233,3.74,1.0,1,0.0,0,143.0,7,17,0.0,1.0,2.0
45051,bradlar01,2017,1,ARI,NL,3,3,63,0,0,0,1,219,55,14,4,21,79,0.207,1.73,2.0,0,1.0,1,290.0,13,14,1.0,1.0,6.0
45052,bradymi01,2017,1,OAK,AL,0,0,16,0,0,0,0,95,33,20,7,6,24,0.27,5.68,2.0,1,5.0,0,136.0,12,22,1.0,2.0,3.0
45053,brantro01,2017,1,CHA,AL,0,0,1,0,0,0,0,3,1,1,1,0,0,0.25,9.0,0.0,0,0.0,0,4.0,1,1,0.0,0.0,0.0
45054,braulst01,2017,1,PIT,NL,1,0,11,4,0,0,1,104,41,18,3,14,23,0.287,4.67,1.0,0,2.0,0,162.0,2,21,2.0,1.0,2.0
45055,brebbjo01,2017,1,SLN,NL,0,0,50,0,0,0,0,155,37,14,8,11,51,0.193,2.44,3.0,2,5.0,0,209.0,13,15,1.0,0.0,0.0
45056,breslcr01,2017,1,MIN,AL,1,1,30,0,0,0,0,93,38,18,4,12,18,0.306,5.23,2.0,1,2.0,0,143.0,8,19,1.0,4.0,1.0
45057,breslcr01,2017,2,CLE,AL,0,0,7,0,0,0,0,13,3,2,0,2,5,0.214,4.15,0.0,0,0.0,0,16.0,1,2,0.0,0.0,1.0
45058,briceau01,2017,1,CIN,NL,0,0,22,0,0,0,0,98,33,18,6,7,26,0.264,4.96,0.0,0,3.0,0,137.0,4,18,1.0,1.0,3.0
45059,bridwpa01,2017,1,LAA,AL,10,3,21,20,0,0,0,363,115,49,19,30,73,0.252,3.64,0.0,4,4.0,0,492.0,0,52,0.0,2.0,9.0
45060,brittza01,2017,1,BAL,AL,2,1,38,0,0,0,15,112,39,12,1,18,29,0.277,2.89,1.0,4,0.0,0,161.0,30,12,1.0,1.0,7.0
45061,brothre01,2017,1,ATL,NL,4,3,27,0,0,0,0,71,23,19,3,12,33,0.25,7.23,3.0,2,1.0,0,105.0,8,19,0.0,0.0,2.0
45062,broxtjo01,2017,1,SLN,NL,0,1,20,0,0,0,0,47,23,12,2,11,16,0.371,6.89,2.0,1,0.0,0,78.0,8,12,3.0,2.0,2.0
45063,buchaja01,2017,1,CIN,NL,0,0,5,0,0,0,0,43,24,13,1,7,4,0.375,8.16,2.0,0,3.0,0,77.0,3,13,2.0,1.0,0.0
45064,buchhcl01,2017,1,PHI,NL,0,1,2,2,0,0,0,22,16,10,1,3,5,0.457,12.27,0.0,0,0.0,0,40.0,0,10,0.0,2.0,1.0
45065,buchtry01,2017,1,SDN,NL,3,3,42,0,0,0,1,115,28,13,7,18,47,0.199,3.05,0.0,0,1.0,1,161.0,5,15,0.0,1.0,1.0
45066,buchtry01,2017,2,KCA,AL,1,0,29,0,0,0,0,81,16,8,3,8,18,0.17,2.67,1.0,0,3.0,0,107.0,7,10,0.0,2.0,2.0
45067,buehlwa01,2017,1,LAN,NL,1,0,8,0,0,0,0,28,11,8,2,8,12,0.306,7.71,1.0,1,0.0,0,44.0,2,8,0.0,0.0,3.0
45068,bumgama01,2017,1,SFN,NL,4,9,17,17,1,0,0,333,101,41,17,20,101,0.238,3.32,3.0,0,3.0,0,450.0,0,41,2.0,1.0,6.0
45069,bummeaa01,2017,1,CHA,AL,1,3,30,0,0,0,0,66,13,11,4,15,17,0.178,4.5,1.0,1,1.0,0,91.0,3,11,1.0,1.0,2.0
45070,bundydy01,2017,1,BAL,AL,13,9,28,28,1,1,0,509,152,80,26,51,152,0.24,4.24,0.0,0,7.0,0,698.0,0,82,0.0,7.0,18.0
45071,busenal01,2017,1,MIN,AL,1,1,28,0,0,0,0,95,22,7,4,9,23,0.206,1.99,0.0,2,0.0,0,121.0,10,9,0.0,5.0,3.0
45072,bushma01,2017,1,TEX,AL,3,4,57,0,0,0,10,157,57,22,7,19,58,0.264,3.78,0.0,2,4.0,0,240.0,22,30,0.0,1.0,2.0
45073,butleed01,2017,1,CHN,NL,4,3,13,11,0,0,0,164,50,24,4,28,30,0.244,3.95,2.0,3,2.0,0,237.0,2,24,1.0,1.0,4.0
45074,cahiltr01,2017,1,SDN,NL,4,3,11,11,0,0,0,183,58,25,6,24,72,0.247,3.69,1.0,14,3.0,0,263.0,0,29,1.0,0.0,5.0
45075,cahiltr01,2017,2,KCA,AL,0,0,10,3,0,0,0,69,33,21,10,21,15,0.344,8.22,0.0,2,0.0,0,118.0,1,21,1.0,0.0,4.0
45076,cainma01,2017,1,SFN,NL,3,11,27,23,0,0,0,373,157,75,18,49,75,0.31,5.43,6.0,3,2.0,0,568.0,1,85,3.0,6.0,13.0
45077,callaja01,2017,1,NYN,NL,0,0,9,0,0,0,0,20,7,3,0,1,5,0.25,4.05,0.0,0,0.0,0,30.0,5,4,0.0,1.0,0.0
45078,campole01,2017,1,TOR,AL,0,0,13,0,0,0,0,41,11,4,2,8,15,0.216,2.63,0.0,1,1.0,0,60.0,6,6,0.0,0.0,2.0
45079,cappsca01,2017,1,SDN,NL,0,0,11,0,0,0,0,37,12,9,2,2,7,0.261,6.57,0.0,1,0.0,0,49.0,6,9,0.0,1.0,0.0
45080,carlesh01,2017,1,COL,NL,0,0,3,0,0,0,0,12,6,3,1,0,4,0.316,6.75,0.0,1,0.0,0,19.0,3,3,0.0,0.0,0.0
45081,carraca01,2017,1,CLE,AL,18,6,32,32,1,0,0,600,173,73,21,46,226,0.235,3.29,2.0,10,10.0,0,798.0,0,73,1.0,6.0,19.0
45082,cashnan01,2017,1,TEX,AL,11,11,28,28,0,0,0,500,156,63,15,64,86,0.25,3.4,0.0,10,9.0,1,704.0,0,75,2.0,5.0,23.0
45083,castifa01,2017,1,LAN,NL,0,0,2,0,0,0,0,4,3,2,0,1,2,0.429,13.5,0.0,1,0.0,0,8.0,0,2,0.0,0.0,0.0
45084,castilu02,2017,1,CIN,NL,3,7,15,15,0,0,0,268,64,31,11,32,98,0.202,3.12,1.0,2,3.0,1,359.0,0,32,4.0,3.0,5.0
45085,castrmi01,2017,1,BAL,AL,3,3,39,1,0,0,0,199,53,26,8,28,38,0.224,3.53,4.0,2,2.0,0,274.0,8,29,3.0,4.0,8.0
45086,castrsi01,2017,1,OAK,AL,1,3,26,0,0,0,0,111,32,18,7,14,35,0.235,4.38,0.0,1,2.0,0,153.0,7,20,0.0,1.0,3.0
45087,cecilbr01,2017,1,SLN,NL,2,4,73,0,0,0,1,202,67,29,7,16,66,0.262,3.88,3.0,3,0.0,0,277.0,12,31,0.0,5.0,5.0
45088,cedenxa01,2017,1,TBA,AL,1,1,9,0,0,0,0,9,7,4,3,4,0,0.438,12.0,1.0,0,0.0,0,21.0,0,5,1.0,0.0,0.0
45089,cervehu01,2017,1,MIA,NL,0,0,5,0,0,0,0,14,1,8,0,8,6,0.083,15.43,0.0,1,2.0,0,24.0,0,8,1.0,1.0,1.0
45090,cessalu01,2017,1,NYA,AL,0,3,10,5,0,0,0,108,36,19,7,17,30,0.257,4.75,0.0,2,3.0,0,160.0,2,21,0.0,0.0,2.0
45091,chacial01,2017,1,CIN,NL,0,0,6,0,0,0,0,18,11,7,2,4,6,0.393,10.5,0.0,0,0.0,0,32.0,3,7,0.0,0.0,1.0
45092,chacijh01,2017,1,SDN,NL,13,10,32,32,0,0,0,541,157,78,19,72,153,0.235,3.89,5.0,7,14.0,1,765.0,0,82,6.0,6.0,16.0
45093,chafian01,2017,1,ARI,NL,1,0,71,0,0,0,0,154,48,20,5,21,61,0.246,3.51,3.0,1,2.0,1,221.0,12,21,2.0,1.0,3.0
45094,chapmar01,2017,1,NYA,AL,4,3,52,0,0,0,22,151,37,18,3,20,69,0.2,3.22,2.0,5,3.0,0,210.0,42,20,0.0,1.0,1.0
45095,chatwty01,2017,1,COL,NL,8,15,33,25,1,1,1,443,136,77,20,77,120,0.25,4.69,2.0,12,4.0,2,631.0,3,79,4.0,3.0,23.0
45096,chaveje01,2017,1,LAA,AL,7,11,38,21,0,0,0,414,148,82,28,45,119,0.276,5.35,2.0,1,2.0,0,586.0,6,83,0.0,2.0,12.0
45097,chenwe02,2017,1,MIA,NL,2,1,9,5,0,0,0,99,25,14,3,9,25,0.207,3.82,0.0,1,1.0,0,132.0,1,14,0.0,1.0,1.0
45098,cingrto01,2017,1,CIN,NL,0,0,25,0,0,0,0,70,25,14,9,6,24,0.272,5.4,0.0,1,1.0,0,99.0,7,14,0.0,0.0,1.0
45099,cingrto01,2017,2,LAN,NL,0,0,22,0,0,0,0,58,15,6,1,6,28,0.214,2.79,0.0,3,0.0,0,77.0,8,8,1.0,0.0,1.0
45100,cishest01,2017,1,SEA,AL,1,1,23,0,0,0,1,60,13,7,3,7,15,0.183,3.15,1.0,1,1.0,1,80.0,8,7,0.0,1.0,3.0
45101,cishest01,2017,2,TBA,AL,2,1,26,0,0,0,0,74,13,3,0,7,26,0.153,1.09,0.0,2,2.0,0,94.0,3,3,0.0,0.0,3.0
45102,claibpr01,2017,1,TEX,AL,0,0,1,0,0,0,0,6,5,3,0,0,2,0.5,13.5,0.0,0,0.0,0,10.0,1,3,0.0,0.0,1.0
45103,claudal01,2017,1,TEX,AL,4,2,70,1,0,0,11,248,71,23,5,15,56,0.235,2.5,4.0,0,2.0,3,323.0,38,26,1.0,3.0,12.0
45104,clevimi01,2017,1,CLE,AL,12,6,27,21,0,0,0,365,92,42,13,60,137,0.211,3.11,2.0,3,3.0,0,502.0,1,46,1.0,0.0,8.0
45105,clippty01,2017,1,NYA,AL,1,5,40,0,0,0,1,109,28,20,7,19,42,0.209,4.95,1.0,5,1.0,0,158.0,7,21,3.0,1.0,0.0
45106,clippty01,2017,2,CHA,AL,1,1,11,0,0,0,2,30,8,2,0,5,12,0.211,1.8,0.0,3,0.0,0,44.0,7,2,0.0,1.0,0.0
45107,clippty01,2017,3,HOU,AL,0,2,16,0,0,0,2,42,11,10,3,7,18,0.208,6.43,0.0,3,1.0,0,62.0,9,10,0.0,1.0,1.0
45108,cloydty01,2017,1,SEA,AL,1,0,1,0,0,0,0,3,2,0,0,0,1,0.5,0.0,0.0,0,0.0,0,4.0,0,0,0.0,0.0,0.0
45109,cobbal01,2017,1,TBA,AL,12,10,29,29,0,0,0,538,175,73,22,44,128,0.254,3.66,2.0,8,6.0,1,742.0,0,78,2.0,1.0,16.0
45110,coleaj01,2017,1,WAS,NL,3,5,11,8,0,0,0,156,51,22,8,27,44,0.262,3.81,0.0,2,3.0,1,229.0,0,23,3.0,1.0,3.0
45111,colege01,2017,1,PIT,NL,12,12,33,33,0,0,0,609,199,96,31,55,196,0.254,4.26,1.0,7,4.0,0,849.0,0,98,5.0,1.0,16.0
45112,coleta01,2017,1,TOR,AL,0,0,1,0,0,0,0,3,6,4,0,1,1,0.75,36.0,0.0,0,1.0,0,10.0,0,4,0.0,0.0,0.0
45113,collmjo01,2017,1,ATL,NL,0,2,11,0,0,0,0,51,29,17,7,6,18,0.372,9.0,2.0,1,0.0,0,87.0,5,19,2.0,1.0,1.0
45114,colomal01,2017,1,TBA,AL,2,3,65,0,0,0,47,200,57,24,4,23,58,0.232,3.24,7.0,4,3.0,0,281.0,53,27,3.0,6.0,6.0
45115,colonba01,2017,1,ATL,NL,2,8,13,13,0,0,0,189,92,57,11,20,42,0.338,8.14,0.0,1,1.0,0,299.0,0,66,4.0,2.0,6.0
45116,colonba01,2017,2,MIN,AL,5,6,15,15,1,0,0,240,100,46,17,15,47,0.302,5.18,0.0,0,0.0,1,349.0,0,46,2.0,1.0,4.0
45117,conlead01,2017,1,MIA,NL,8,8,22,20,0,0,0,308,114,70,19,42,72,0.283,6.14,4.0,5,8.0,0,463.0,1,74,8.0,2.0,10.0
45118,corbipa01,2017,1,ARI,NL,14,13,33,32,0,0,0,569,208,85,26,61,178,0.276,4.03,8.0,10,3.0,0,826.0,0,97,4.0,5.0,14.0
45119,cosarja01,2017,1,SDN,NL,0,2,7,6,0,0,0,72,26,13,0,19,15,0.283,4.88,0.0,1,2.0,1,114.0,0,15,1.0,0.0,4.0
45120,cottojh01,2017,1,OAK,AL,9,10,24,24,0,0,0,387,133,80,28,53,105,0.267,5.58,1.0,9,4.0,2,566.0,0,91,4.0,5.0,10.0
45121,couloda01,2017,1,OAK,AL,2,2,72,0,0,0,0,155,46,20,4,22,39,0.24,3.48,1.0,5,4.0,0,219.0,10,22,0.0,1.0,6.0
45122,coveydy01,2017,1,CHA,AL,0,7,18,12,0,0,0,210,83,60,20,34,41,0.305,7.71,1.0,6,1.0,1,309.0,4,60,1.0,1.0,12.0
45123,crichst01,2017,1,BAL,AL,0,0,8,0,0,0,0,37,26,11,2,4,8,0.456,8.03,0.0,2,0.0,1,62.0,1,11,0.0,1.0,1.0
45124,crickky01,2017,1,SFN,NL,0,0,30,0,0,0,0,97,22,11,2,17,28,0.191,3.06,1.0,6,1.0,0,134.0,14,13,1.0,0.0,3.0
45125,crockky01,2017,1,CLE,AL,0,0,4,0,0,0,0,5,4,2,0,1,2,0.444,10.8,0.0,0,1.0,0,11.0,0,2,0.0,0.0,0.0
45126,cuetojo01,2017,1,SFN,NL,8,8,25,25,0,0,0,442,160,74,22,53,136,0.277,4.52,2.0,4,8.0,1,648.0,0,77,7.0,3.0,10.0
45127,cuevawi01,2017,1,DET,AL,0,0,1,0,0,0,0,1,3,4,0,0,1,0.75,108.0,0.0,0,1.0,0,5.0,0,4,0.0,0.0,0.0
45128,curtijo02,2017,1,MIN,AL,0,0,9,0,0,0,0,26,9,8,2,2,10,0.257,8.31,0.0,2,1.0,0,38.0,4,8,0.0,0.0,0.0
45129,curtiza01,2017,1,SEA,AL,0,0,3,0,0,0,0,14,3,0,1,1,2,0.167,0.0,0.0,2,2.0,0,21.0,2,3,0.0,0.0,0.0
45130,curtiza01,2017,2,PHI,NL,0,0,3,0,0,0,0,11,3,1,0,2,4,0.25,2.45,0.0,0,0.0,0,15.0,1,1,1.0,0.0,0.0
45131,danisty01,2017,1,CHA,AL,1,0,1,1,0,0,0,15,3,0,0,6,6,0.176,0.0,0.0,0,0.0,0,23.0,0,0,0.0,0.0,1.0
45132,darviyu01,2017,1,TEX,AL,6,9,22,22,0,0,0,411,115,61,20,45,148,0.225,4.01,0.0,9,5.0,1,564.0,0,63,1.0,3.0,11.0
45133,darviyu01,2017,2,LAN,NL,4,3,9,9,0,0,0,149,44,19,7,13,61,0.235,3.44,1.0,3,1.0,0,202.0,0,20,1.0,0.0,3.0
45134,davieza01,2017,1,MIL,NL,17,9,33,33,0,0,0,574,204,83,20,55,124,0.275,3.9,3.0,2,9.0,0,817.0,0,90,7.0,5.0,22.0
45135,davisjd01,2017,1,HOU,AL,0,0,2,0,0,0,0,5,1,0,0,1,3,0.167,0.0,0.0,0,0.0,0,7.0,2,0,0.0,0.0,0.0
45136,davisro03,2017,1,CIN,NL,1,3,7,6,0,0,0,72,38,23,7,14,20,0.365,8.63,0.0,3,1.0,0,123.0,0,25,2.0,1.0,3.0
45137,daviswa01,2017,1,CHN,NL,4,2,59,0,0,0,32,176,39,15,6,28,79,0.186,2.3,1.0,7,3.0,0,242.0,56,16,1.0,0.0,6.0
45138,daytogr01,2017,1,LAN,NL,1,1,29,0,0,0,0,71,19,13,5,12,20,0.221,4.94,1.0,0,0.0,0,102.0,6,13,1.0,3.0,0.0
45139,degroja01,2017,1,NYN,NL,15,10,31,31,1,0,0,604,180,79,28,59,239,0.237,3.53,5.0,7,2.0,0,827.0,0,87,3.0,5.0,18.0
45140,dejonch01,2017,1,SEA,AL,0,3,7,4,0,0,0,85,31,20,5,13,13,0.282,6.35,0.0,0,0.0,0,125.0,2,20,1.0,1.0,2.0
45141,delarjo01,2017,1,ARI,NL,3,1,65,0,0,0,0,154,46,24,7,21,45,0.24,4.21,4.0,5,3.0,0,219.0,8,24,2.0,1.0,5.0
45142,delarru01,2017,1,ARI,NL,0,1,9,0,0,0,0,23,7,4,2,4,12,0.233,4.7,1.0,0,0.0,1,34.0,1,4,0.0,0.0,0.0
45143,deleojo03,2017,1,TBA,AL,1,0,1,0,0,0,0,8,4,3,1,3,2,0.333,10.13,0.0,2,0.0,0,15.0,0,3,0.0,0.0,0.0
45144,delgara01,2017,1,ARI,NL,1,2,26,5,0,0,1,188,60,25,6,14,60,0.251,3.59,0.0,1,0.0,0,259.0,5,31,4.0,2.0,5.0
45145,dermoma01,2017,1,TOR,AL,2,0,23,0,0,0,0,67,23,11,6,5,15,0.264,4.43,1.0,1,2.0,0,95.0,3,13,0.0,1.0,2.0
45146,descada01,2017,1,ARI,NL,0,0,2,0,0,0,0,6,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,6.0,2,0,0.0,0.0,0.0
45147,despaod01,2017,1,MIA,NL,2,3,18,8,0,0,1,175,57,26,3,24,31,0.256,4.01,1.0,1,3.0,0,254.0,5,31,2.0,2.0,4.0
