,playerID,yearID,stint,teamID,lgID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP
39818,buehrma01,2010,1,CHA,AL,13,13,33,33,3,0,0,631,246,100,17,49,99,0.295,4.28,1.0,3,1.0,5,897.0,0,105,6.0,7.0,19.0
39819,buentja01,2010,1,FLO,NL,0,0,8,0,0,0,0,33,16,8,0,11,9,0.34,6.55,2.0,1,0.0,0,59.0,2,8,1.0,0.0,0.0
39820,bulgeja01,2010,1,LAA,AL,0,0,25,0,0,0,0,72,25,13,3,15,25,0.269,4.88,0.0,1,2.0,0,111.0,5,14,1.0,0.0,0.0
39821,bullibr01,2010,1,KCA,AL,1,4,13,5,0,0,0,128,51,29,6,17,29,0.297,6.12,2.0,1,4.0,0,196.0,2,29,1.0,2.0,2.0
39822,bumgama01,2010,1,SFN,NL,7,6,18,18,0,0,0,333,119,37,11,26,86,0.272,3.0,2.0,1,5.0,1,472.0,0,40,0.0,4.0,10.0
39823,burneaj01,2010,1,NYA,AL,10,15,33,33,1,0,0,560,204,109,25,78,145,0.285,5.26,2.0,16,19.0,0,829.0,0,118,7.0,10.0,25.0
39824,burneal01,2010,1,MIN,AL,2,2,41,0,0,0,0,143,52,28,6,23,37,0.287,5.29,3.0,2,2.0,2,211.0,11,28,4.0,1.0,7.0
39825,burnese01,2010,1,WAS,NL,1,7,73,0,0,0,3,189,52,15,3,20,62,0.22,2.14,4.0,2,1.0,0,261.0,10,17,4.0,0.0,6.0
39826,burrebr01,2010,1,PIT,NL,4,5,20,13,0,0,0,238,87,44,9,34,45,0.275,4.99,4.0,3,6.0,0,362.0,1,48,3.0,3.0,4.0
39827,burtoja01,2010,1,CIN,NL,0,0,4,0,0,0,0,10,0,0,0,0,1,0.0,0.0,0.0,0,0.0,0,10.0,2,0,0.0,0.0,0.0
39828,bushda01,2010,1,MIL,NL,8,13,32,31,0,0,0,523,198,88,28,65,107,0.286,4.54,6.0,1,4.0,1,781.0,0,108,9.0,10.0,14.0
39829,byrdati01,2010,1,HOU,NL,2,2,64,0,0,0,0,116,40,15,4,20,29,0.272,3.49,0.0,2,0.0,0,170.0,9,15,0.0,3.0,4.0
39830,cabrefe01,2010,1,BOS,AL,0,0,1,0,0,0,0,4,2,3,1,2,0,0.4,20.25,0.0,0,0.0,0,7.0,0,3,0.0,0.0,1.0
39831,cahiltr01,2010,1,OAK,AL,18,8,30,30,1,1,0,590,155,65,19,63,118,0.22,2.97,1.0,2,6.0,2,783.0,0,73,3.0,6.0,27.0
39832,cainma01,2010,1,SFN,NL,13,11,33,33,4,2,0,670,181,78,22,61,177,0.221,3.14,4.0,8,4.0,0,896.0,0,84,6.0,7.0,10.0
39833,campsh01,2010,1,TOR,AL,4,3,70,0,0,0,2,217,71,24,8,18,46,0.259,2.99,5.0,2,4.0,0,298.0,13,26,0.0,2.0,9.0
39834,cappsma01,2010,1,WAS,NL,3,3,47,0,0,0,26,138,51,14,5,9,38,0.274,2.74,3.0,0,0.0,0,199.0,43,20,4.0,0.0,2.0
39835,cappsma01,2010,2,MIN,AL,2,0,27,0,0,0,16,81,24,6,1,8,21,0.247,2.0,1.0,1,0.0,0,106.0,23,7,1.0,0.0,5.0
39836,capuach01,2010,1,MIL,NL,4,4,24,9,0,0,0,198,65,29,9,21,54,0.259,3.95,1.0,5,1.0,0,278.0,5,29,3.0,2.0,7.0
39837,carides01,2010,1,CHN,NL,0,1,8,0,0,0,0,12,4,5,1,5,4,0.235,11.25,0.0,0,0.0,0,23.0,3,7,0.0,1.0,0.0
39838,carlsje01,2010,1,TOR,AL,0,0,20,0,0,0,1,41,13,7,3,5,8,0.25,4.61,2.0,0,1.0,0,59.0,5,7,1.0,0.0,1.0
39839,carmofa01,2010,1,CLE,AL,13,14,33,33,4,1,0,631,203,88,17,72,124,0.258,3.77,0.0,3,9.0,0,880.0,0,98,2.0,10.0,30.0
39840,carpean01,2010,1,PHI,NL,0,1,1,0,0,0,0,9,5,3,1,0,2,0.385,9.0,0.0,1,0.0,0,14.0,0,3,1.0,0.0,0.0
39841,carpech01,2010,1,SLN,NL,16,9,35,35,1,0,0,705,214,84,21,63,179,0.244,3.22,4.0,3,13.0,0,969.0,0,99,9.0,7.0,25.0
39842,carraca01,2010,1,CLE,AL,2,2,7,7,1,0,0,134,47,19,6,14,38,0.276,3.83,1.0,1,1.0,0,188.0,0,20,2.0,1.0,4.0
39843,carradj01,2010,1,PIT,NL,2,2,45,0,0,0,0,167,50,24,4,22,45,0.248,3.88,1.0,4,4.0,0,232.0,6,24,3.0,1.0,4.0
39844,carradj01,2010,2,ARI,NL,1,0,18,0,0,0,0,68,18,8,1,12,20,0.217,3.18,2.0,2,1.0,0,98.0,2,15,0.0,2.0,4.0
39845,cashke01,2010,1,HOU,NL,0,0,1,0,0,0,0,3,3,1,0,0,0,0.5,9.0,0.0,0,0.0,0,6.0,1,1,0.0,0.0,0.0
39846,cashnan01,2010,1,CHN,NL,2,6,53,0,0,0,0,163,55,29,8,30,50,0.267,4.8,5.0,4,4.0,1,248.0,9,31,6.0,2.0,5.0
39847,cassebo01,2010,1,LAA,AL,1,2,16,0,0,0,0,60,23,7,0,8,8,0.277,3.15,2.0,1,1.0,0,94.0,9,11,1.0,1.0,2.0
39848,castial02,2010,1,BAL,AL,1,0,14,0,0,0,0,32,16,12,5,6,11,0.356,10.13,0.0,1,0.0,0,51.0,6,12,0.0,0.0,2.0
39849,cecilbr01,2010,1,TOR,AL,15,7,28,28,0,0,0,518,175,81,18,54,117,0.264,4.22,2.0,7,1.0,1,726.0,0,87,1.0,6.0,24.0
39850,cedajo01,2010,1,FLO,NL,0,0,8,0,0,0,0,26,8,5,1,11,9,0.242,5.19,1.0,0,1.0,1,45.0,1,5,0.0,0.0,1.0
39851,chacigu01,2010,1,HOU,NL,2,2,44,0,0,0,1,115,51,20,3,20,31,0.315,4.7,3.0,2,0.0,0,186.0,12,22,3.0,1.0,0.0
39852,chacijh01,2010,1,COL,NL,9,11,28,21,0,0,0,412,114,50,10,61,138,0.227,3.28,5.0,4,9.0,0,583.0,2,64,6.0,5.0,14.0
39853,chambjo03,2010,1,NYA,AL,3,4,73,0,0,0,3,215,71,35,6,22,77,0.253,4.4,2.0,5,1.0,1,305.0,18,37,0.0,1.0,6.0
39854,chapmar01,2010,1,CIN,NL,2,2,15,0,0,0,0,40,9,3,0,5,19,0.196,2.03,0.0,2,0.0,0,51.0,3,4,0.0,0.0,2.0
39855,chaveje01,2010,1,ATL,NL,3,2,28,0,0,0,0,110,40,24,6,12,29,0.278,5.89,3.0,0,1.0,0,162.0,16,24,3.0,2.0,2.0
39856,chaveje01,2010,2,KCA,AL,2,3,23,0,0,0,0,78,29,17,5,11,16,0.279,5.88,4.0,2,0.0,0,118.0,10,20,2.0,1.0,0.0
39857,chenbr01,2010,1,KCA,AL,12,7,33,23,1,1,1,421,136,65,17,57,98,0.254,4.17,4.0,3,3.0,0,608.0,4,68,6.0,7.0,8.0
39858,chicoma01,2010,1,WAS,NL,0,0,1,1,0,0,0,15,6,2,0,0,3,0.286,3.6,0.0,1,1.0,0,22.0,0,2,0.0,0.0,0.0
39859,choatra01,2010,1,TBA,AL,4,3,85,0,0,0,0,134,41,21,3,17,40,0.252,4.23,5.0,4,3.0,0,187.0,8,23,2.0,2.0,8.0
39860,cishest01,2010,1,FLO,NL,0,0,3,0,0,0,0,13,1,0,0,1,3,0.071,0.0,0.0,0,0.0,0,15.0,2,0,0.0,0.0,0.0
39861,clippty01,2010,1,WAS,NL,11,8,78,0,0,0,1,273,69,31,8,41,112,0.212,3.07,4.0,1,2.0,1,378.0,18,33,3.0,7.0,6.0
39862,coellro01,2010,1,BOS,AL,0,0,6,0,0,0,0,17,4,3,0,5,5,0.19,4.76,0.0,1,0.0,0,26.0,2,3,0.0,0.0,0.0
39863,coffeto01,2010,1,MIL,NL,2,4,69,0,0,0,0,187,65,33,8,23,56,0.27,4.76,5.0,6,3.0,0,274.0,12,40,2.0,5.0,2.0
39864,cokeph01,2010,1,DET,AL,7,5,74,1,0,0,2,194,67,27,2,26,53,0.275,3.76,4.0,3,4.0,0,279.0,18,29,2.0,3.0,10.0
39865,colemca01,2010,1,CHN,NL,4,2,12,8,0,0,0,171,56,26,3,25,27,0.26,4.11,2.0,3,2.0,0,248.0,0,27,2.0,4.0,9.0
39866,colomje01,2010,1,SEA,AL,0,1,12,0,0,0,0,51,15,10,1,11,16,0.242,5.29,0.0,3,1.0,0,77.0,1,10,0.0,3.0,1.0
39867,colonro01,2010,1,KCA,AL,0,0,5,0,0,0,0,6,5,4,0,2,1,0.455,18.0,0.0,0,1.0,0,14.0,2,4,0.0,0.0,0.0
39868,contrjo01,2010,1,PHI,NL,6,4,67,0,0,0,4,170,53,21,5,16,57,0.255,3.34,2.0,0,4.0,0,233.0,21,22,4.0,1.0,5.0
39869,cookaa01,2010,1,COL,NL,6,8,23,23,2,0,0,383,147,72,11,52,62,0.29,5.08,4.0,3,4.0,1,572.0,0,77,3.0,6.0,18.0
39870,cordech01,2010,1,SEA,AL,0,1,9,0,0,0,0,29,10,7,1,5,6,0.313,6.52,0.0,1,1.0,0,41.0,4,7,1.0,2.0,1.0
39871,cordefr01,2010,1,CIN,NL,6,5,75,0,0,0,40,218,68,31,5,36,59,0.246,3.84,1.0,2,2.0,0,316.0,64,32,1.0,1.0,7.0
39872,cormila01,2010,1,TBA,AL,4,3,60,0,0,0,0,186,68,27,7,34,30,0.281,3.92,3.0,3,0.0,1,279.0,17,28,2.0,1.0,8.0
39873,corpama01,2010,1,COL,NL,3,5,56,0,0,0,10,187,66,32,7,22,47,0.269,4.62,5.0,1,2.0,0,274.0,27,33,2.0,3.0,6.0
39874,correke01,2010,1,SDN,NL,10,10,28,26,0,0,0,435,152,87,20,64,115,0.271,5.4,6.0,3,5.0,0,641.0,0,89,6.0,5.0,11.0
39875,corteda02,2010,1,SEA,AL,0,1,4,0,0,0,0,16,3,2,0,3,6,0.158,3.38,0.0,2,0.0,0,23.0,2,3,0.0,1.0,0.0
39876,crainje01,2010,1,MIN,AL,1,1,71,0,0,0,1,204,53,23,5,27,62,0.215,3.04,4.0,3,1.0,0,278.0,16,27,3.0,0.0,6.0
39877,cramebo01,2010,1,OAK,AL,2,1,4,4,0,0,0,71,20,8,5,6,13,0.233,3.04,0.0,0,0.0,0,93.0,0,8,1.0,0.0,2.0
39878,cruzju02,2010,1,KCA,AL,0,0,5,0,0,0,0,16,9,2,0,4,7,0.391,3.38,0.0,0,0.0,0,28.0,1,2,1.0,0.0,0.0
39879,cuetojo01,2010,1,CIN,NL,12,7,31,31,1,1,0,557,181,75,19,56,138,0.257,3.64,5.0,5,9.0,2,780.0,0,79,9.0,3.0,12.0
39880,daiglca01,2010,1,HOU,NL,1,1,13,0,0,0,0,31,25,13,3,6,6,0.439,11.32,1.0,4,0.0,0,63.0,4,13,0.0,0.0,0.0
39881,daleyma01,2010,1,COL,NL,0,1,28,0,0,0,0,70,27,11,2,10,18,0.293,4.24,1.0,1,3.0,0,108.0,4,11,2.0,1.0,1.0
39882,danksjo01,2010,1,CHA,AL,15,11,32,32,1,1,0,639,189,88,18,70,162,0.237,3.72,2.0,2,4.0,1,878.0,0,93,5.0,0.0,25.0
39883,davieky01,2010,1,KCA,AL,8,12,32,32,1,0,0,551,206,109,20,80,126,0.283,5.34,1.0,5,2.0,1,817.0,0,114,3.0,5.0,19.0
39884,davisdo02,2010,1,MIL,NL,1,4,8,8,0,0,0,115,55,32,6,21,34,0.333,7.51,1.0,3,3.0,0,191.0,0,36,2.0,0.0,4.0
39885,daviswa01,2010,1,TBA,AL,12,10,29,29,0,0,0,504,165,76,24,62,113,0.255,4.07,2.0,4,5.0,0,722.0,0,77,3.0,6.0,8.0
39886,dedunsa01,2010,1,COL,NL,0,0,4,0,0,0,0,8,3,1,1,1,3,0.273,3.38,0.0,0,0.0,0,12.0,3,1,0.0,0.0,0.0
39887,delanro01,2010,1,MIN,AL,0,0,1,0,0,0,0,3,2,1,1,1,0,0.5,9.0,0.0,0,0.0,0,5.0,1,1,0.0,0.0,1.0
39888,delarjo01,2010,1,COL,NL,8,7,20,20,0,0,0,365,105,57,15,55,113,0.235,4.22,4.0,9,5.0,1,512.0,0,62,3.0,3.0,21.0
39889,delcama01,2010,1,BOS,AL,3,2,48,0,0,0,0,132,33,23,7,28,32,0.204,4.7,1.0,0,1.0,0,193.0,9,24,1.0,1.0,1.0
39890,delcama01,2010,2,COL,NL,0,2,9,0,0,0,0,25,12,6,1,4,6,0.324,6.48,1.0,1,0.0,0,41.0,3,6,0.0,0.0,1.0
39891,delroen01,2010,1,CIN,NL,1,1,9,0,0,0,0,26,13,2,0,4,3,0.382,2.08,0.0,0,0.0,0,42.0,2,4,3.0,1.0,2.0
39892,delroen01,2010,2,HOU,NL,0,0,2,0,0,0,0,4,4,3,0,0,1,0.5,20.25,0.0,0,1.0,0,9.0,1,3,0.0,0.0,0.0
39893,demelsa01,2010,1,ARI,NL,2,1,37,0,0,0,2,111,42,22,5,12,33,0.278,5.35,2.0,5,1.0,0,165.0,10,27,0.0,1.0,4.0
39894,dempsry01,2010,1,CHN,NL,15,12,34,34,1,0,0,646,198,92,25,86,208,0.244,3.85,4.0,6,10.0,0,918.0,0,110,9.0,2.0,19.0
39895,desseel01,2010,1,NYN,NL,4,2,53,0,0,0,0,141,41,12,4,16,16,0.24,2.3,6.0,0,3.0,0,194.0,6,14,3.0,1.0,6.0
39896,detwiro01,2010,1,WAS,NL,1,3,8,5,0,0,0,89,34,14,5,14,17,0.288,4.25,1.0,1,1.0,0,135.0,1,22,2.0,0.0,4.0
39897,diamoth01,2010,1,CHN,NL,1,3,16,3,0,0,0,87,33,22,5,18,36,0.295,6.83,2.0,2,2.0,0,138.0,3,23,2.0,3.0,2.0
39898,dickera01,2010,1,NYN,NL,11,9,27,26,2,1,0,523,165,55,13,42,104,0.251,2.84,3.0,11,4.0,0,713.0,0,62,7.0,3.0,15.0
39899,donnebr01,2010,1,PIT,NL,3,1,38,0,0,0,0,92,26,19,6,25,26,0.234,5.58,1.0,1,1.0,1,142.0,14,21,2.0,3.0,3.0
39900,doteloc01,2010,1,PIT,NL,2,2,41,0,0,0,21,120,35,19,5,17,48,0.236,4.28,2.0,2,3.0,0,173.0,37,21,2.0,3.0,0.0
39901,doteloc01,2010,2,LAN,NL,1,1,19,0,0,0,1,56,11,7,3,11,21,0.167,3.38,3.0,3,0.0,0,78.0,12,7,0.0,1.0,0.0
39902,doteloc01,2010,3,COL,NL,0,1,8,0,0,0,0,16,6,3,1,4,6,0.25,5.06,0.0,3,0.0,0,28.0,1,4,0.0,0.0,0.0
39903,doubrfe01,2010,1,BOS,AL,2,2,12,3,0,0,2,75,27,12,3,10,23,0.27,4.32,0.0,3,1.0,0,113.0,5,16,1.0,1.0,1.0
39904,downssc01,2010,1,TOR,AL,5,5,67,0,0,0,0,184,47,18,3,14,48,0.211,2.64,3.0,1,4.0,0,241.0,14,19,0.0,0.0,10.0
39905,drabeky01,2010,1,TOR,AL,0,3,3,3,0,0,0,51,18,9,2,5,12,0.295,4.76,0.0,2,0.0,0,69.0,0,9,1.0,2.0,6.0
39906,duchsju01,2010,1,OAK,AL,2,1,5,5,0,0,0,84,26,9,3,12,18,0.255,2.89,0.0,2,1.0,0,116.0,0,11,0.0,1.0,7.0
39907,duensbr01,2010,1,MIN,AL,10,3,53,13,1,1,0,392,122,38,11,35,78,0.247,2.62,5.0,1,3.0,0,535.0,11,42,4.0,0.0,15.0
